rank,uri,artist_names,artist_names_1,artist_names_2,artist_names_3,artist_names_4,artist_names_5,artist_names_6,artist_names_7,artist_names_8,artist_names_9,artist_names_10,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,season,month,week
100,spotify:track:1ArLnG0bHaHPXqf08sEKM0,Camila Cabello,Camila Cabello,,,,,,,,,,Consequences - orchestra,Syco Music/Epic,100,161,3,2228689,Autumn,November,5
101,spotify:track:3V8UKqhEK5zBkBb6d6ub8i,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Nio Garcia,Casper Magico,Bad Bunny,Darell,Ozuna,Nicky Jam,,,,,Te Bote - Remix,"2018 Flow La Movie, Inc.",42,83,30,2214525,Autumn,November,5
102,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,Rich The Kid,Rich The Kid,,,,,,,,,,Plug Walk,Rich The Kid / (TDE/ISR PS),7,86,39,2204551,Autumn,November,5
103,spotify:track:41zXlQxzTi6cGAjpOXyLYH,Billie Eilish,Billie Eilish,,,,,,,,,,idontwannabeyouanymore,Darkroom,103,110,17,2178252,Autumn,November,5
104,spotify:track:304CtPEPYQS6hbM4CubVti,"Metro Boomin, Offset, Drake",Metro Boomin,Offset,Drake,,,,,,,,No Complaints (feat. Offset & Drake) (Bonus),Republic Records,39,-1,23,2169104,Autumn,November,5
105,spotify:track:5nzhL67GpF9szXWg5y509A,Lil Baby,Lil Baby,,,,,,,,,,Close Friends (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",39,82,5,2162730,Autumn,November,5
106,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Post Malone, Quavo",Post Malone,Quavo,,,,,,,,,Congratulations,Universal Records,5,96,98,2160307,Autumn,November,5
107,spotify:track:6eYxmK9fdL4hwLnXG2zY3s,XXXTENTACION,XXXTENTACION,,,,,,,,,,Look At Me!,Bad Vibes Forever / EMPIRE,26,90,75,2146215,Autumn,November,5
108,spotify:track:3EPXxR3ImUwfayaurPi3cm,Dean Lewis,Dean Lewis,,,,,,,,,,Be Alright,Universal Music Australia Pty. Ltd.,31,106,15,2136681,Autumn,November,5
109,spotify:track:2r1T6xGTVaNAqBoPH4lZEE,"Steve Aoki, BTS",Steve Aoki,BTS,,,,,,,,,Waste It On Me,Ultra Records,67,67,2,2131194,Autumn,November,5
110,spotify:track:4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,XXXTENTACION,,,,,,,,,,the remedy for a broken heart (why am I so in love),"Bad Vibes Forever, LLC",18,98,30,2125545,Autumn,November,5
111,spotify:track:5kfNriitmkNE8mUbZ7gbq8,Khalid,Khalid,,,,,,,,,,Saturday Nights,"Right Hand Music Group, LLC/RCA Records",32,62,3,2118485,Autumn,November,5
112,spotify:track:1jo3TwNGCXfNdB5uba3ZVv,Eminem,Eminem,,,,,,,,,,Killshot,Aftermath,22,89,7,2095013,Autumn,November,5
113,spotify:track:7oJrVhiTPZGBXWPwhxjy9S,Lil Skies,Lil Skies,,,,,,,,,,Lust,All We Got Ent.,79,101,41,2091812,Autumn,November,5
114,spotify:track:4e4fqjx0Izh4svvTef1z7e,"Bebe Rexha, Florida Georgia Line",Bebe Rexha,Florida Georgia Line,,,,,,,,,Meant to Be (feat. Florida Georgia Line),Warner Bros.,16,111,61,2076812,Autumn,November,5
115,spotify:track:5oeKHrUHPT4lUKrDRVlWNp,Takeoff,Takeoff,,,,,,,,,,She Gon Wink,Quality Control Music/Motown Records/Capitol Records,115,-1,1,2048382,Autumn,November,5
116,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,Lauv,,,,,,,,,,I Like Me Better,Lauv,30,123,75,2021726,Autumn,November,5
117,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,Travis Scott,,,,,,,,,,goosebumps,Epic/Grand Hustle,16,109,98,2020857,Autumn,November,5
118,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Queen,Queen,,,,,,,,,,Another One Bites The Dust - Remastered 2011,Hollywood Records,118,-1,1,2013567,Autumn,November,5
119,spotify:track:5bJ1DrEM4hNCafcDd1oxHx,Mac Miller,Mac Miller,,,,,,,,,,Self Care,Warner Records,10,122,11,2003287,Autumn,November,5
120,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,Dan + Shay,Dan + Shay,,,,,,,,,,Speechless,Warner Records,102,102,14,2002433,Autumn,November,5
121,spotify:track:0OgGn1ofaj55l2PcihQQGV,Bryce Vine,Bryce Vine,,,,,,,,,,Drew Barrymore,Sire,49,104,12,1999297,Autumn,November,5
122,spotify:track:6j97zG4DDrh3oUa6rZbFOs,"Tory Lanez, Trippie Redd",Tory Lanez,Trippie Redd,,,,,,,,,FeRRis WhEEL (feat. Trippie Redd),Mad Love/Interscope Records,100,100,2,1989968,Autumn,November,5
123,spotify:track:4mHgYpuGHu99Mw69E83CP2,Trippie Redd,Trippie Redd,,,,,,,,,,Taking A Walk,"TenThousand Projects, LLC",13,118,14,1961472,Autumn,November,5
124,spotify:track:1Jl21sidRpEdlVBvYbssLx,"Young Thug, Jaden",Young Thug,Jaden,,,,,,,,,Sin (feat. Jaden Smith),300 Entertainment/Atl,63,105,7,1951782,Autumn,November,5
125,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,Khalid,Khalid,,,,,,,,,,Young Dumb & Broke,"Right Hand Music Group, LLC/RCA Records",6,113,83,1949531,Autumn,November,5
126,spotify:track:1iPBD72u3nAyFEeardYuBV,Lil Mosey,Lil Mosey,,,,,,,,,,Kamikaze,Mogul Vision/Interscope Records,76,76,3,1929676,Autumn,November,5
127,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,Kendrick Lamar,,,,,,,,,,HUMBLE.,Aftermath,1,126,84,1926360,Autumn,November,5
128,spotify:track:14sOS5L36385FJ3OL8hew4,"Kygo, Sandro Cavazza",Kygo,Sandro Cavazza,,,,,,,,,Happy Now,Kygo,128,130,2,1924852,Autumn,November,5
129,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,YNW Melly,,,,,,,,,,Murder On My Mind,P2018,120,121,7,1921935,Autumn,November,5
130,spotify:track:2u7mxWSeoqTXndK5e08jMp,"Lil Skies, Landon Cube",Lil Skies,Landon Cube,,,,,,,,,Nowadays (feat. Landon Cube),All We Got Ent.,30,128,45,1912040,Autumn,November,5
131,spotify:track:40oKW22ZNNkEdZLJTScaQI,"Kodak Black, XXXTENTACION",Kodak Black,XXXTENTACION,,,,,,,,,Roll in Peace (feat. XXXTENTACION),Atlantic Records,24,119,63,1893755,Autumn,November,5
132,spotify:track:6cFZ4PLC19taNlpl9pbGMf,Queen,Queen,,,,,,,,,,Somebody To Love - Remastered 2011,Hollywood Records,132,-1,1,1883456,Autumn,November,5
133,spotify:track:6Hgh47WXVKtXN5zGOu0hjI,"Khalid, 6LACK, Ty Dolla $ign",Khalid,6LACK,Ty Dolla $ign,,,,,,,,OTW,"Right Hand Music Group, LLC/RCA Records",20,114,29,1876444,Autumn,November,5
134,spotify:track:1Knctxx9vGZxpZfF66BIEa,Juice WRLD,Juice WRLD,,,,,,,,,,Legends,Juice WRLD / Interscope PS,68,125,20,1876366,Autumn,November,5
135,spotify:track:7uzmGiiJyRfuViKKK3lVmR,Bazzi,Bazzi,,,,,,,,,,Mine,iamcosmic,4,116,43,1873555,Autumn,November,5
136,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,Mariah Carey,,,,,,,,,,All I Want for Christmas Is You,Columbia,2,-1,9,1867808,Autumn,November,5
137,spotify:track:32lItqlMi4LBhb4k0BaSaC,Post Malone,Post Malone,,,,,,,,,,Candy Paint,Republic Records,4,129,77,1866899,Autumn,November,5
138,spotify:track:7ycWLEP1GsNjVvcjawXz3z,"A$AP Rocky, Skepta",A$AP Rocky,Skepta,,,,,,,,,Praise The Lord (Da Shine) (feat. Skepta),A$AP Worldwide/Polo Grounds Music/RCA Records,11,120,24,1848935,Autumn,November,5
139,spotify:track:2uIX8YMNjGMD7441kqyyNU,Billie Eilish,Billie Eilish,,,,,,,,,,ocean eyes,Darkroom,80,148,20,1839502,Autumn,November,5
140,spotify:track:2SL6oP2YAEQbqsrkOzRGO4,Eminem,Eminem,,,,,,,,,,Venom - Music From The Motion Picture,Aftermath,21,103,10,1839452,Autumn,November,5
141,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Queen,,,,,,,,,,Don't Stop Me Now - Remastered 2011,Hollywood Records,141,-1,1,1822655,Autumn,November,5
142,spotify:track:5PTG6rrL6EPFD9E2QMI2pl,Famous Dex,Famous Dex,,,,,,,,,,JAPAN,300 Entertainment,12,133,34,1821265,Autumn,November,5
143,spotify:track:1VGzxJnVQND7Cg5H5wGj14,Joji,Joji,,,,,,,,,,YEAH RIGHT,88rising Music/Warner Records,88,88,4,1811414,Autumn,November,5
144,spotify:track:09IStsImFySgyp0pIQdqAc,"Zedd, Maren Morris, Grey",Zedd,Maren Morris,Grey,,,,,,,,The Middle,UMGRI Interscope,7,141,41,1789385,Autumn,November,5
145,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,Selena Gomez,,,,,,,,,,Back To You - From 13 Reasons Why – Season 2 Soundtrack,UMGRI Interscope,19,157,26,1782129,Autumn,November,5
146,spotify:track:6xtcFXSo8H9BZN637BMVKS,Rita Ora,Rita Ora,,,,,,,,,,Let You Love Me,Atlantic Records UK,78,117,5,1782064,Autumn,November,5
147,spotify:track:6yz0Jndhv0QjKdpcEMbOjz,Trippie Redd,Trippie Redd,,,,,,,,,,Shake It Up,"TenThousand Projects, LLC",52,99,13,1777560,Autumn,November,5
148,spotify:track:2hnxrRNzF74mdDzpQZQukQ,"Lauv, Julia Michaels",Lauv,Julia Michaels,,,,,,,,,There's No Way,Lauv,94,135,6,1772791,Autumn,November,5
149,spotify:track:1R0Ig5KYrSGWvIoPzY4T3l,Juice WRLD,Juice WRLD,,,,,,,,,,Black & White,Juice WRLD Mixtape / ISR P&D,128,136,21,1760736,Autumn,November,5
150,spotify:track:152lZdxL1OR0ZMW6KquMif,Khalid,Khalid,,,,,,,,,,Location,"Right Hand Music Group, LLC/RCA Records",9,142,97,1745115,Autumn,November,5
151,spotify:track:42fw0rxRO2xbesF6mJfd4Y,Dan + Shay,Dan + Shay,,,,,,,,,,Tequila,Warner Records,60,150,36,1743977,Autumn,November,5
152,spotify:track:4kWO6O1BUXcZmaxitpVUwp,"Tiesto, Dzeko, Preme, Post Malone",Tiesto,Dzeko,Preme,Post Malone,,,,,,,Jackie Chan,"Universal Music, a division of Universal International Music BV",18,140,25,1718719,Autumn,November,5
153,spotify:track:5BQrp63SHCVf4bzCzJePne,"Lil Wayne, XXXTENTACION",Lil Wayne,XXXTENTACION,,,,,,,,,Don't Cry (feat. XXXTENTACION),"Young Money Records, Inc.",2,107,6,1713032,Autumn,November,5
154,spotify:track:2fuCquhmrzHpu5xcA1ci9x,"Queen, David Bowie",Queen,David Bowie,,,,,,,,,Under Pressure - Remastered 2011,Hollywood Records,154,-1,1,1691025,Autumn,November,5
155,spotify:track:30z4LVkScpeNhwHFIB8Ewa,Joyner Lucas,Joyner Lucas,,,,,,,,,,I Love,Dead Silence/Atlantic,112,112,3,1689499,Autumn,November,5
156,spotify:track:1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Imagine Dragons,,,,,,,,,,Thunder,Kid Ina Korner / Interscope,21,160,80,1686027,Autumn,November,5
157,spotify:track:05mAIVLkIWc2d1UBYZBCp8,"Charli XCX, Troye Sivan",Charli XCX,Troye Sivan,,,,,,,,,1999,Atlantic Records UK,157,-1,1,1678046,Autumn,November,5
158,spotify:track:52okn5MNA47tk87PeZJLEL,NF,NF,,,,,,,,,,Let You Down,NF Real Music,11,166,58,1675115,Autumn,November,5
159,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Imagine Dragons,,,,,,,,,,Believer,Kid Ina Korner / Interscope,11,173,92,1657917,Autumn,November,5
160,spotify:track:04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,Bebe Rexha,,,,,,,,,,I'm a Mess,Warner Bros.,74,185,20,1652750,Autumn,November,5
161,spotify:track:5gQcxYXqnofyocKgEbGYKt,YBN Nahmir,YBN Nahmir,,,,,,,,,,Bounce Out With That,2018,30,153,40,1646194,Autumn,November,5
162,spotify:track:3ZhTT6yjZwpPph5MIJ53XY,"Lil Skies, Landon Cube",Lil Skies,Landon Cube,,,,,,,,,Red Roses (feat. Landon Cube),All We Got Ent.,38,152,45,1637299,Autumn,November,5
163,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,"Migos, Drake",Migos,Drake,,,,,,,,,Walk It Talk It,"Quality Control Music, LLC",6,145,41,1635223,Autumn,November,5
164,spotify:track:6xcJyGpfZbuuiequtnlKt4,Travis Scott,Travis Scott,,,,,,,,,,BUTTERFLY EFFECT,Cactus Jack / Epic / Grand Hustle,9,146,77,1625831,Autumn,November,5
165,spotify:track:70khXICDeTTxgYtw3EysKH,Ariana Grande,Ariana Grande,,,,,,,,,,sweetener,Republic Records,21,-1,7,1622150,Autumn,November,5
166,spotify:track:1gm616Plq4ScqNi7TVkZ5N,The Weeknd,The Weeknd,,,,,,,,,,Call Out My Name,Universal Republic Records,1,172,32,1618785,Autumn,November,5
167,spotify:track:4OBZT9EnhYIV17t4pGw7ig,"Daniel Caesar, H.E.R.",Daniel Caesar,H.E.R.,,,,,,,,,Best Part (feat. H.E.R.),MBK Entertainment/RCA Records,160,189,23,1618453,Autumn,November,5
168,spotify:track:1DMEzmAoQIikcL52psptQL,Joji,Joji,,,,,,,,,,TEST DRIVE,88rising Music/Warner Records,92,92,3,1611059,Autumn,November,5
169,spotify:track:0dSIrRkA4PadGll16TgbnV,"Famous Dex, A$AP Rocky",Famous Dex,A$AP Rocky,,,,,,,,,PICK IT UP (feat. A$AP Rocky),300 Entertainment,14,177,54,1609774,Autumn,November,5
170,spotify:track:5sbooPcNgIE22DwO0VNGUJ,"K/DA, Madison Beer, (G)I-DLE, Jaira Burns, League of Legends",K/DA,Madison Beer,(G)I-DLE,Jaira Burns,League of Legends,,,,,,POP/STARS,Riot Games,170,-1,1,1600406,Autumn,November,5
171,spotify:track:3m2aDCqn8eT5ElXDUiboGU,"Lil Yachty, Playboi Carti",Lil Yachty,Playboi Carti,,,,,,,,,Get Dripped (feat. Playboi Carti),Quality Control Music/Motown Records/Capitol Records,46,94,3,1598953,Autumn,November,5
172,spotify:track:1HXy5I3HTWq8OvxCn0z7G7,Kane Brown,Kane Brown,,,,,,,,,,Heaven,RCA Records Label Nashville,60,184,43,1586464,Autumn,November,5
173,spotify:track:0At2qAoaVjIwWNAqrscXli,Ella Mai,Ella Mai,,,,,,,,,,Boo'd Up,10 Summers / Interscope PS,26,155,26,1586382,Autumn,November,5
174,spotify:track:48zFZh27QU5qsrBjn4C2FA,"Ozuna, Manuel Turizo",Ozuna,Manuel Turizo,,,,,,,,,Vaina Loca,VP Records Corp/Dimelo Vi,69,154,11,1580400,Autumn,November,5
175,spotify:track:5R2rsbwCDXORX2tLfprRmM,"Lil Yachty, Juice WRLD",Lil Yachty,Juice WRLD,,,,,,,,,Yacht Club (feat. Juice WRLD),Quality Control Music/Motown Records/Capitol Records,62,108,3,1572734,Autumn,November,5
176,spotify:track:2rxQMGVafnNaRaXlRMWPde,Luke Combs,Luke Combs,,,,,,,,,,Beautiful Crazy,River House Artists/Columbia Nashville,129,147,24,1572172,Autumn,November,5
177,spotify:track:7IBSffWIu7P2MC7kMwy2FM,"Wiz Khalifa, Swae Lee",Wiz Khalifa,Swae Lee,,,,,,,,,Hopeless Romantic (feat. Swae Lee),Taylor Gang/Atlantic,37,127,18,1568188,Autumn,November,5
178,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,21 Savage,21 Savage,,,,,,,,,,Bank Account,"Slaughter Gang, LLC/Epic Records",1,175,70,1564808,Autumn,November,5
179,spotify:track:7rC5Pl8rQSX4myONQHYPBK,Drake,Drake,,,,,,,,,,Mob Ties,Cash Money/Drake LP6,6,115,19,1560116,Autumn,November,5
180,spotify:track:5WvAo7DNuPRmk4APhdPzi8,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",DJ Khaled,Justin Bieber,Quavo,Chance the Rapper,,,,,,,No Brainer,Epic/We The Best,4,144,15,1559843,Autumn,November,5
181,spotify:track:3ngc7rGlfeFaskU90EWl4R,Lauren Daigle,Lauren Daigle,,,,,,,,,,You Say,Centricity Music/Warner Records,138,182,7,1553157,Autumn,November,5
182,spotify:track:51NFxnQvaosfDDutk0tams,Billie Eilish,Billie Eilish,,,,,,,,,,bellyache,Darkroom,182,-1,1,1544743,Autumn,November,5
183,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,"Lil Uzi Vert, Oh Wonder",Lil Uzi Vert,Oh Wonder,,,,,,,,,The Way Life Goes (feat. Oh Wonder),Generation Now/Atlantic,8,169,63,1544038,Autumn,November,5
184,spotify:track:6IaieqiCVvsNvEt6Y7yOFa,"Post Malone, Nicki Minaj",Post Malone,Nicki Minaj,,,,,,,,,Ball For Me (feat. Nicki Minaj),Republic Records,9,163,28,1543398,Autumn,November,5
185,spotify:track:3qN5qMTKyEEmiTZD38BNTT,Drake,Drake,,,,,,,,,,I'm Upset,Cash Money/Drake LP6,4,151,24,1539138,Autumn,November,5
186,spotify:track:0CBQ0m3mufWH75LTYB3s6h,"Lil Wayne, Travis Scott",Lil Wayne,Travis Scott,,,,,,,,,Let It Fly (feat. Travis Scott),"Young Money Records, Inc.",3,137,6,1520615,Autumn,November,5
187,spotify:track:7vGuf3Y35N4wmASOKLUVVU,"Marshmello, Khalid",Marshmello,Khalid,,,,,,,,,Silence,Joytime Collective/RCA Records,10,190,61,1518167,Autumn,November,5
188,spotify:track:1rfofaqEpACxVEHIZBJe6W,"Camila Cabello, Young Thug",Camila Cabello,Young Thug,,,,,,,,,Havana (feat. Young Thug),Syco Music/Epic,2,170,66,1513899,Autumn,November,5
189,spotify:track:1BuZAIO8WZpavWVbbq3Lci,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",Rae Sremmurd,Swae Lee,Slim Jxmmi,Juicy J,,,,,,,Powerglide (feat. Juicy J) - From SR3MM,Mike WiLL Made-It,17,171,36,1511328,Autumn,November,5
190,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,Queen,Queen,,,,,,,,,,We Will Rock You - Remastered 2011,Hollywood Records,190,-1,1,1500969,Autumn,November,5
191,spotify:track:5tz69p7tJuGPeMGwNTxYuV,"Logic, Alessia Cara, Khalid",Logic,Alessia Cara,Khalid,,,,,,,,1-800-273-8255,Def Jam Recordings,1,196,80,1500683,Autumn,November,5
192,spotify:track:6vsV4D8BM6PioRr1UOx0n2,Billie Eilish,Billie Eilish,,,,,,,,,,you should see me in a crown,Darkroom/Interscope Records,33,-1,8,1498710,Autumn,November,5
193,spotify:track:2bSk87AVkCIIC3Bcligq1z,"Lil Baby, Gunna, Lil Uzi Vert",Lil Baby,Gunna,Lil Uzi Vert,,,,,,,,Life Goes On,"Quality Control Music, LLC",105,181,25,1498414,Autumn,November,5
194,spotify:track:2jt2WxXMCD4zjACthkJQVE,Eminem,Eminem,,,,,,,,,,The Ringer,Aftermath,2,158,10,1498203,Autumn,November,5
195,spotify:track:2BJSMvOGABRxokHKB0OI8i,"Playboi Carti, Lil Uzi Vert",Playboi Carti,Lil Uzi Vert,,,,,,,,,Shoota (feat. Lil Uzi Vert),AWGE Label,27,179,26,1482167,Autumn,November,5
196,spotify:track:48t1aADyfDbDA3TzxqQHrN,"Moneybagg Yo, J. Cole",Moneybagg Yo,J. Cole,,,,,,,,,Say Na (feat. J. Cole),N-Less Entertainment/Interscope Records,196,-1,1,1481687,Autumn,November,5
197,spotify:track:21kOVEG3bDCVphKhXL8XmQ,Comethazine,Comethazine,,,,,,,,,,Walk,Alamo,197,-1,1,1481315,Autumn,November,5
198,spotify:track:7ATATJztoWLcqDAcVVof0C,"6ix9ine, Anuel AA",6ix9ine,Anuel AA,,,,,,,,,BEBE,"Scumgang Records/TenThousand Projects, LLC",44,176,10,1475283,Autumn,November,5
199,spotify:track:0kCBorRrKZkSztd9m0QI3r,"Young Thug, Young Stoner Life, Gunna, Lil Baby",Young Thug,Young Stoner Life,Gunna,Lil Baby,,,,,,,Chanel (Go Get It) [feat. Gunna & Lil Baby],300 Entertainment/Atl,50,156,12,1475154,Autumn,November,5
200,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,James Arthur,,,,,,,,,,Say You Won't Let Go,Columbia,15,-1,78,1467599,Autumn,November,5
1,spotify:track:2rPE9A1vEgShuZxxzR2tZH,Ariana Grande,Ariana Grande,,,,,,,,,,"thank u, next",Republic Records,1,1,2,23636303,Autumn,November,6
2,spotify:track:4CH66Rxcjcj3VBHwmIBj4T,XXXTENTACION,XXXTENTACION,,,,,,,,,,BAD!,Bad Vibes Forever / EMPIRE,2,-1,1,12056995,Autumn,November,6
3,spotify:track:1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,Sheck Wes,,,,,,,,,,Mo Bamba,Cactus Jack Records/ G.O.O.D. Music/ Interscope Records,1,2,16,10919737,Autumn,November,6
4,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,Travis Scott,,,,,,,,,,SICKO MODE,Cactus Jack / Epic / Grand Hustle,1,3,15,10216172,Autumn,November,6
5,spotify:track:7l3E7lcozEodtVsSTCkcaA,"Kodak Black, Offset, Travis Scott",Kodak Black,Offset,Travis Scott,,,,,,,,ZEZE (feat. Travis Scott & Offset),Atlantic Records,1,4,5,9256307,Autumn,November,6
6,spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Lil Baby, Gunna",Lil Baby,Gunna,,,,,,,,,Drip Too Hard (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",1,6,9,8978592,Autumn,November,6
7,spotify:track:5p7ujcrUXASCNwRaWNHR1C,Halsey,Halsey,,,,,,,,,,Without Me,Capitol Records,6,7,6,8880320,Autumn,November,6
8,spotify:track:1A6OTy97kk0mMdm78rHsm8,"Post Malone, Swae Lee",Post Malone,Swae Lee,,,,,,,,,Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,2,5,4,8026446,Autumn,November,6
9,spotify:track:6SAKXCj5jyF6IgPCPbZ5ra,Juice WRLD,Juice WRLD,,,,,,,,,,Armed And Dangerous,Juice WRLD Mixtape / ISR P&D,9,-1,1,7382741,Autumn,November,6
10,spotify:track:0s3nnoMeVWz3989MkNQiRf,Juice WRLD,Juice WRLD,,,,,,,,,,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,1,9,28,6690533,Autumn,November,6
11,spotify:track:5aXgz1oKK8Q9z9xvTmSnrO,Trippie Redd,Trippie Redd,,,,,,,,,,Topanga,"TenThousand Projects, LLC",11,48,4,6539190,Autumn,November,6
12,spotify:track:2LskIZrCeLxRvCiGP8gxlh,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",XXXTENTACION,Lil Pump,Swae Lee,Maluma,,,,,,,Arms Around You (feat. Maluma & Swae Lee),Warner Records,6,8,3,6313753,Autumn,November,6
13,spotify:track:2dpaYNEQHiRxtZbfNsse99,"Marshmello, Bastille",Marshmello,Bastille,,,,,,,,,Happier,Astralwerks,8,12,13,5985354,Autumn,November,6
14,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,"Gucci Mane, Bruno Mars, Kodak Black",Gucci Mane,Bruno Mars,Kodak Black,,,,,,,,Wake Up in the Sky,Guwop Enterprises/Atlantic,6,16,9,5939560,Autumn,November,6
15,spotify:track:14JzyD6FlBD5z0wV5P07YI,Billie Eilish,Billie Eilish,,,,,,,,,,when the party's over,Darkroom/Interscope Records,13,14,5,5836555,Autumn,November,6
16,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,"Lil Peep, XXXTENTACION",Lil Peep,XXXTENTACION,,,,,,,,,Falling Down - Bonus Track,Columbia,1,27,9,5661752,Autumn,November,6
17,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,XXXTENTACION,,,,,,,,,,SAD!,"Bad Vibes Forever, LLC",1,18,37,5589943,Autumn,November,6
18,spotify:track:116H0KvKr2Zl4RPuVBruDO,"Bad Bunny, Drake",Bad Bunny,Drake,,,,,,,,,MIA (feat. Drake),OVO Sound/Warner Records,2,13,5,5580819,Autumn,November,6
19,spotify:track:4w8niZpiMy6qz1mntFA5uM,"DJ Snake, Selena Gomez, Ozuna, Cardi B",DJ Snake,Selena Gomez,Ozuna,Cardi B,,,,,,,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake Music Productions Limited, under exclusive license to Geffen Records",7,10,7,5555669,Autumn,November,6
20,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,Khalid,,,,,,,,,,Better,"Right Hand Music Group, LLC/RCA Records",9,17,9,5431698,Autumn,November,6
21,spotify:track:43lYaovU2FoeuBMNusVVVW,"Metro Boomin, 21 Savage",Metro Boomin,21 Savage,,,,,,,,,10 Freaky Girls (with 21 Savage),Republic Records,11,11,2,5281841,Autumn,November,6
22,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,XXXTENTACION,,,,,,,,,,Moonlight,"Bad Vibes Forever, LLC",3,19,35,5251653,Autumn,November,6
23,spotify:track:75lcPkAkUsKWHGBlGM476R,"Trippie Redd, Juice WRLD",Trippie Redd,Juice WRLD,,,,,,,,,1400 / 999 Freestyle,"TenThousand Projects, LLC",23,-1,1,5243806,Autumn,November,6
24,spotify:track:14mHfNsSHN0FbLftyjrV9g,Flipp Dinero,Flipp Dinero,,,,,,,,,,Leave Me Alone,Cinematic/Epic/We The Best,24,25,14,5031462,Autumn,November,6
25,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Post Malone,,,,,,,,,,Better Now,Republic Records,1,22,29,4797721,Autumn,November,6
26,spotify:track:0TlLq3lA83rQOYtrqBqSct,Drake,Drake,,,,,,,,,,Nonstop,Cash Money/Drake LP6,1,23,20,4633286,Autumn,November,6
27,spotify:track:1m6lqaLvUTxPjOo98fJH8U,"Metro Boomin, 21 Savage",Metro Boomin,21 Savage,,,,,,,,,Don't Come Out The House (with 21 Savage),Republic Records,15,15,2,4616026,Autumn,November,6
28,spotify:track:2RSHsoi04658QL5xgQVov3,Imagine Dragons,Imagine Dragons,,,,,,,,,,Bad Liar,Kid Ina Korner / Interscope,28,-1,1,4495534,Autumn,November,6
29,spotify:track:6wWaVoUOzLQJHd3bWAUpdZ,"Lil Baby, Gunna, Drake",Lil Baby,Gunna,Drake,,,,,,,,"Never Recover (Lil Baby & Gunna, Drake)","Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",3,24,6,4490269,Autumn,November,6
30,spotify:track:2GGMabyHXnJmjY6CXhhB2e,Cardi B,Cardi B,,,,,,,,,,Money,Atlantic/KSR,17,26,4,4429075,Autumn,November,6
31,spotify:track:5274I4mUMnYczyeXkGDWZN,"Future, Juice WRLD",Future,Juice WRLD,,,,,,,,,Fine China,Epic/Freebandz/Grade A/Interscope,6,21,5,4412265,Autumn,November,6
32,spotify:track:2E124GmJRnBJuXbTb4cPUB,"6ix9ine, Nicki Minaj, Murda Beatz",6ix9ine,Nicki Minaj,Murda Beatz,,,,,,,,FEFE,"Scumgang Records/TenThousand Projects, LLC",2,28,17,4301988,Autumn,November,6
33,spotify:track:5gub2bpJRgJP4m4MliqtdV,"Metro Boomin, Gunna",Metro Boomin,Gunna,,,,,,,,,Space Cadet (feat. Gunna),Republic Records,20,20,2,4262567,Autumn,November,6
